cleaned_text,label
assistance to file a customer claim,7
i am trying to lodge a customer complaint,7
lodge customer complaint against your business,7
need help filing an complaint against your company,7
i need to file a complaint against your business,7
how can i make a consumer complaint against ur company,7
can you help me make a customer complaint,7
how do i file a consumer complaint against your company,7
need help to make a complaint against your organization,7
make customer complaint against ur company,7
i dont know how i can file a consumer claim,7
i want help to file a customer complaint against ur business,7
what do i have to do to file a customer complaint,7
i want to lodge a customer claim against your organization,7
ned assistance to file a claim against your business,7
can i file a consumer reclamation against your company,7
can i make a consumer reclamation against your company,7
file complaint against your business,7
wanna file a consumer claim againstur company,7
consumer reclamation against your organization,7
i want assistance making a complaint against your business,7
i am unhappy with your work i have to file a damn claim,7
want help to make a customer complaint against your business,7
i dont know what i need to dol to make a reclamation,7
can you help me to make a claim against your company,7
how could i file a claim against your organization,7
i want help to file a consumer reclamation,7
i do not know how to lodge a complaint against ur business,7
where can i make a customer complaint against your business,7
need to make a complaint,7
i want assistance to file a customer reclamagion,7
i have to lodge a complaint against ur business,7
making customer complaint,7
how do i make a complaint against your business,7
where do i make a customer claim against your company,7
make consumer reclamation against your business,7
what do i need to do to make a consumer complaint,7
i have got to file a claim against ur business,7
